"","id","observed_on_string","observed_on","time_observed_at","time_zone","out_of_range","user_id","user_login","created_at","updated_at","quality_grade","license","url","image_url","tag_list","description","id_please","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","positional_accuracy","geoprivacy","coordinates_obscured","positioning_method","positioning_device","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","hometown","NLCD_layer","longitude","latitude"
"77",2937761,"2016-04-14 3:25:45 PM PDT","2016-04-14","2016-04-15 10:25:45 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:10 +1200","2017-04-13 06:07:56 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937761","https://static.inaturalist.org/photos/3367764/medium.jpeg?1460689341","","","false",1,0,"false",2,"San Olene Canyon",164,"","false","","","Bigleaf Maple","Acer macrophyllum","bigleaf maple","Plantae",48227,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","la",42,-118.01887,34.20075
"78",2937762,"2016-04-14 3:26:08 PM PDT","2016-04-14","2016-04-15 10:26:08 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:12 +1200","2017-04-13 06:07:56 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937762","https://static.inaturalist.org/photos/3367767/medium.jpeg?1460689350","","","false",1,0,"false",2,"San Olene Canyon",243,"","false","","","Himalayan Blackberry","Rubus armeniacus","Himalayan blackberry","Plantae",61317,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","la",52,-118.018785,34.202134
"79",2937763,"2016-04-14 3:27:45 PM PDT","2016-04-14","2016-04-15 10:27:45 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:13 +1200","2017-04-13 06:07:56 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937763","https://static.inaturalist.org/photos/3367770/medium.jpeg?1460689361","","","false",1,0,"false",2,"San Olene Canyon",109,"","false","","","Pacific Poison Oak","Toxicodendron diversilobum","Pacific poison oak","Plantae",51080,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","la",52,-118.018527,34.20146
"80",2937765,"2016-04-14 3:28:26 PM PDT","2016-04-14","2016-04-15 10:28:26 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:16 +1200","2017-04-13 06:07:57 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937765","https://static.inaturalist.org/photos/3367773/medium.jpeg?1460689372","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",128,"","false","","","Bermuda Buttercup","Oxalis pes-caprae","Bermuda buttercup","Plantae",53169,"Plantae","Magnoliophyta","Magnoliopsida","Oxalidales","Oxalidaceae","la",90,-118.0183864855,34.2016558843
"81",2937766,"2016-04-14 3:29:12 PM PDT","2016-04-14","2016-04-15 10:29:12 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:17 +1200","2017-08-29 16:54:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937766","https://static.inaturalist.org/photos/3367774/medium.jpeg?1460689382","","","false",2,0,"false",2,"San Olene Canyon",109,"","false","","","California Mugwort","Artemisia douglasiana","California mugwort","Plantae",52854,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",52,-118.018527,34.201385
"82",2937767,"2016-04-14 3:29:40 PM PDT","2016-04-14","2016-04-15 10:29:40 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:19 +1200","2018-01-03 14:40:56 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2937767","https://static.inaturalist.org/photos/3367779/medium.jpeg?1460689395","","","false",1,0,"false",2,"San Olene Canyon",109,"","false","","","white alder","Alnus rhombifolia","white alder","Plantae",53351,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","la",52,-118.018613,34.201744
"83",2937768,"2016-04-14 3:29:58 PM PDT","2016-04-14","2016-04-15 10:29:58 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:20 +1200","2017-12-11 07:33:51 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2937768","https://static.inaturalist.org/photos/3367781/medium.jpeg?1460689409","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","California Bay","Umbellularia californica","California bay","Plantae",48807,"Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae","la",90,-118.0184747075,34.2019925266
"84",2937770,"2016-04-14 3:30:27 PM PDT","2016-04-14","2016-04-15 10:30:27 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:21 +1200","2018-02-01 10:12:02 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2937770","https://static.inaturalist.org/photos/3367784/medium.jpeg?1460689423","","","false",1,0,"false",2,"San Olene Canyon",199,"","false","","","Goldback Fern","Pentagramma triangularis","goldback fern","Plantae",52676,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Pteridaceae","la",90,-118.018656,34.202596
"85",2937771,"2016-04-14 3:31:01 PM PDT","2016-04-14","2016-04-15 10:31:01 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:22 +1200","2017-04-13 06:07:58 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937771","https://static.inaturalist.org/photos/3367787/medium.jpeg?1460689432","","","false",2,0,"false",2,"San Olene Canyon",243,"","false","","","coffee fern","Pellaea andromedifolia","Coffee Fern","Plantae",57231,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Pteridaceae","la",43,-118.018656,34.202667
"86",2937774,"2016-04-14 3:33:26 PM PDT","2016-04-14","2016-04-15 10:33:26 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:25 +1200","2017-04-13 06:07:58 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937774","https://static.inaturalist.org/photos/3367793/medium.jpeg?1460689460","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",32,"","false","","","Wall Barley","Hordeum murinum","wall barley","Plantae",52796,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","la",90,-118.0184575846,34.2021860191
"87",2937775,"2016-04-14 3:33:56 PM PDT","2016-04-14","2016-04-15 10:33:56 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:27 +1200","2017-04-13 06:07:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937775","https://static.inaturalist.org/photos/3367795/medium.jpeg?1460689473","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Hollyleaf cherry","Prunus ilicifolia","hollyleaf cherry","Plantae",57250,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","la",52,-118.0187928511,34.2021009696
"88",2937776,"2016-04-14 3:34:53 PM PDT","2016-04-14","2016-04-15 10:34:53 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:28 +1200","2017-04-13 06:07:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937776","https://static.inaturalist.org/photos/3367797/medium.jpeg?1460689478","","","false",1,0,"false",2,"San Olene Canyon",172,"","false","","","Seep Monkeyflower","Mimulus guttatus","seep monkeyflower","Plantae",48014,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","la",52,-118.018656,34.202028
"89",2937778,"2016-04-14 3:36:34 PM PDT","2016-04-14","2016-04-15 10:36:34 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:31 +1200","2017-04-13 06:07:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937778","https://static.inaturalist.org/photos/3367802/medium.jpeg?1460689496","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Common fig","Ficus carica","common fig","Plantae",60218,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Moraceae","la",90,-118.0185637925,34.2025749445
"90",2937779,"2016-04-14 3:37:56 PM PDT","2016-04-14","2016-04-15 10:37:56 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:32 +1200","2017-04-13 06:08:00 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937779","https://static.inaturalist.org/photos/3367804/medium.jpeg?1460689508","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Common Chickweed","Stellaria media","common chickweed","Plantae",53298,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","la",43,-118.0186611106,34.2026770962
"91",2937780,"2016-04-14 3:38:40 PM PDT","2016-04-14","2016-04-15 10:38:40 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:34 +1200","2017-04-13 06:08:00 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937780","https://static.inaturalist.org/photos/3367805/medium.jpeg?1460689521","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Blue Elderberry","Sambucus nigra caerulea","blue elderberry","Plantae",61166,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","la",42,-118.0185963594,34.2029302096
"92",2937781,"2016-04-14 3:42:46 PM PDT","2016-04-14","2016-04-15 10:42:46 +1200","Pacific Time (US & Canada)","false",12809,"cedric_lee","2016-04-15 14:57:35 +1200","2017-07-14 16:44:05 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937781","https://static.inaturalist.org/photos/3367806/medium.jpeg?1460689525","","","false",2,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",96,"","false","","","California Newt","Taricha torosa","California Newt","Amphibia",27818,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","la",90,-118.0189339521,34.2041017704
"93",2937782,"2016-04-14 3:43:16 PM PDT","2016-04-14","2016-04-15 10:43:16 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:36 +1200","2017-04-13 06:08:00 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937782","https://static.inaturalist.org/photos/3367810/medium.jpeg?1460689537","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","Draparnaud's Glass-snail","Oxychilus draparnaudi","Draparnaud's Glass-snail","Mollusca",226720,"Animalia","Mollusca","Gastropoda","Stylommatophora","Oxychilidae","la",42,-118.0189499405,34.2043440438
"94",2937785,"2016-04-14 3:48:04 PM PDT","2016-04-14","2016-04-15 10:48:04 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:42 +1200","2017-04-13 06:08:01 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937785","https://static.inaturalist.org/photos/3367819/medium.jpeg?1460689564","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Mexican devil","Ageratina adenophora","sticky snakeroot","Plantae",64114,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",42,-118.0182688613,34.2052158922
"95",2937786,"2016-04-14 3:54:24 PM PDT","2016-04-14","2016-04-15 10:54:24 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:43 +1200","2017-08-23 06:08:43 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937786","https://static.inaturalist.org/photos/3367823/medium.jpeg?1460689572","","","false",1,0,"false",2,"East Fork Santa Anita Canyon",152,"","false","","","Giant Canyon Woodlouse","Porcellio dilatatus","Giant Canyon Woodlouse","Animalia",339101,"Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","la",90,-118.017755,34.207068
"96",2937787,"2016-04-14 3:57:44 PM PDT","2016-04-14","2016-04-15 10:57:44 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:44 +1200","2017-04-13 06:08:02 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937787","https://static.inaturalist.org/photos/3367824/medium.jpeg?1460689583","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",12,"","false","","","Common Pill-bug","Armadillidium vulgare","Common Pill-bug","Animalia",56083,"Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","la",42,-118.0185704189,34.2066312922
"97",2937789,"2016-04-14 4:11:12 PM PDT","2016-04-14","2016-04-15 11:11:12 +1200","Pacific Time (US & Canada)","false",12809,"cedric_lee","2016-04-15 14:57:47 +1200","2017-07-14 16:44:05 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937789","https://static.inaturalist.org/photos/3367931/medium.jpeg?1460690155","","","false",2,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","gps","gps","California Newt","Taricha torosa","California Newt","Amphibia",27818,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","la",42,-118.0186918345,34.2066916251
"98",2937791,"2016-04-14 4:55:28 PM PDT","2016-04-14","2016-04-15 11:55:28 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:49 +1200","2017-04-13 06:08:03 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937791","https://static.inaturalist.org/photos/3367830/medium.jpeg?1460689619","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Humboldt's Lily","Lilium humboldtii","Humboldt's Lily","Plantae",59575,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","la",42,-118.0178154473,34.2083525066
"99",2937794,"2016-04-14 5:06:21 PM PDT","2016-04-14","2016-04-15 12:06:21 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:53 +1200","2017-06-03 11:42:02 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937794","https://static.inaturalist.org/photos/3367834/medium.jpeg?1460689654","","","false",3,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Shaggy Parasol","Chlorophyllum brunneum","Shaggy Parasol","Fungi",58693,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","la",90,-118.0182768067,34.2098556846
"100",2937797,"2016-04-14 5:07:58 PM PDT","2016-04-14","2016-04-15 12:07:58 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:55 +1200","2017-04-13 06:08:04 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937797","https://static.inaturalist.org/photos/3367840/medium.jpeg?1460689668","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Laurel Sumac","Malosma laurina","laurel sumac","Plantae",64122,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","la",52,-118.0178736792,34.2106364982
"101",2937798,"2016-04-14 5:08:14 PM PDT","2016-04-14","2016-04-15 12:08:14 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:56 +1200","2017-04-13 06:08:04 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937798","https://static.inaturalist.org/photos/3367842/medium.jpeg?1460689676","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Coast Live Oak","Quercus agrifolia","coast live oak","Plantae",47850,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","la",52,-118.0178043232,34.2106851551
"102",2937799,"2016-04-14 5:08:31 PM PDT","2016-04-14","2016-04-15 12:08:31 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:57 +1200","2017-04-13 06:08:04 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937799","https://static.inaturalist.org/photos/3367843/medium.jpeg?1460689686","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","carob tree","Ceratonia siliqua","carob tree","Plantae",82742,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","la",52,-118.0178450483,34.2106823137
"103",2937800,"2016-04-14 5:08:51 PM PDT","2016-04-14","2016-04-15 12:08:51 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:57:59 +1200","2017-04-13 06:08:05 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937800","https://static.inaturalist.org/photos/3367844/medium.jpeg?1460689692","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Chaparral Yucca","Hesperoyucca whipplei","chaparral yucca","Plantae",58362,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","la",52,-118.0177618959,34.2107911543
"104",2937801,"2016-04-14 5:09:12 PM PDT","2016-04-14","2016-04-15 12:09:12 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:58:00 +1200","2017-04-13 06:08:05 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937801","https://static.inaturalist.org/photos/3367846/medium.jpeg?1460689703","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Mule Fat","Baccharis salicifolia","mule fat","Plantae",57913,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",52,-118.0177343737,34.2109338015
"105",2937802,"2016-04-14 5:09:36 PM PDT","2016-04-14","2016-04-15 12:09:36 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:58:01 +1200","2017-04-13 06:08:05 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937802","https://static.inaturalist.org/photos/3367847/medium.jpeg?1460689712","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Spanish Broom","Spartium junceum","Spanish Broom","Plantae",47406,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","la",52,-118.0178213441,34.2108927671
"106",2937803,"2016-04-14 5:40:51 PM PDT","2016-04-14","2016-04-15 12:40:51 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:58:02 +1200","2017-04-13 06:08:05 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937803","https://static.inaturalist.org/photos/3367848/medium.jpeg?1460689718","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",32,"","false","","","Miner's Lettuce","Claytonia perfoliata","miner's lettuce","Plantae",52994,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","la",52,-118.0190261938,34.2116284147
"107",2937806,"2016-04-14 5:45:52 PM PDT","2016-04-14","2016-04-15 12:45:52 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-15 14:58:07 +1200","2017-04-13 06:08:06 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2937806","https://static.inaturalist.org/photos/3367853/medium.jpeg?1460689749","","","false",1,0,"false",2,"Santa Anita Wash",52,"","false","","","California Buckwheat","Eriogonum fasciculatum","California buckwheat","Plantae",54999,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","la",42,-118.018066,34.211222
